text,joy,sadness,anger,love,thankfulness,fear
"He had hoped to fly, keeping not far from the ground so that nothing unwonted should escape his eyes; but in that fitful light to have flown low would have meant trailing his shadow through the trees, thus disturbing birds and acquainting a watchful foe that he was astir.",0.833,0.154,0.748,0.739,0.842,0.483
He regretted now that he had given the birds of the island such strange names that they are very wild and difficult of approach.,0.681,0.358,0.156,0.086,0.445,0.155
"There was no other course but to press forward in redskin fashion, at which happily he was an adept.",0.171,0.366,0.960,0.338,0.996,0.012
"But in what direction, for he could not be sure that the children had been taken to the ship?",0.655,0.622,0.002,0.713,0.857,0.196
"A light fall of snow had obliterated all footmarks; and a deathly silence pervaded the island, as if for a space Nature stood still in horror of the recent carnage.",0.680,0.534,0.976,0.337,0.341,0.338
"He had taught the children something of the forest lore that he had himself learned from Tiger Lily and Tinker Bell, and knew that in their dire hour they were not likely to forget it.",0.160,0.830,0.869,0.919,0.988,0.203
"Slightly, if he had an opportunity, would blaze the trees, for instance, Curly would drop seeds, and Wendy would leave her handkerchief at some important place.",0.730,0.776,0.656,0.390,0.994,0.072
"The morning was needed to search for such guidance, and he could not wait.",0.056,0.530,0.825,0.888,0.812,0.158
"The upper world had called him, but would give no help.",0.179,0.687,0.073,0.374,0.115,0.292
"The crocodile passed him, but not another living thing, not a sound, not a movement; and yet he knew well that sudden death might be at the next tree, or stalking him from behind.",0.238,0.473,0.940,0.868,0.982,0.110
He swore this terrible oath:,0.534,0.016,0.237,0.900,0.097,0.105
Hook or me this time.,0.820,0.270,0.496,0.397,0.398,0.310
"Now he crawled forward like a snake, and again erect, he darted across a space on which the moonlight played, one finger on his lip and his dagger at the ready.",0.591,0.807,0.970,0.924,0.984,0.023
He was frightfully happy.,0.297,0.043,0.966,0.086,0.911,0.149
"One green light squinting over Kidd's Creek, which is near the mouth of the pirate river, marked where the brig, the Jolly Roger, lay, low in the water; a rakish-looking craft foul to the hull, every beam in her detestable, like ground strewn with mangled feathers.",0.046,0.583,0.830,0.888,0.933,0.294
"She was the cannibal of the seas, and scarce needed that watchful eye, for she floated immune in the horror of her name.",0.480,0.315,0.949,0.805,0.934,0.117
"She was wrapped in the blanket of night, through which no sound from her could have reached the shore.",0.893,0.103,0.614,0.691,0.927,0.197
"There was little sound, and none agreeable save the whir of the ship's sewing machine at which Smee sat, ever industrious and obliging, the essence of the commonplace, pathetic Smee.",0.889,0.145,0.983,0.786,0.991,0.056
"I know not why he was so infinitely pathetic, unless it were because he was so pathetically unaware of it; but even strong men had to turn hastily from looking at him, and more than once on summer evenings he had touched the fount of Hook's tears and made it flow.",0.133,0.173,0.928,0.941,0.980,0.056
"Of this, as of almost everything else, Smee was quite unconscious.",0.588,0.649,0.842,0.455,0.582,0.185
"A few of the pirates leant over the bulwarks, drinking in the miasma of the night; others sprawled by barrels over games of dice and cards; and the exhausted four who had carried the little house lay prone on the deck, where even in their sleep they rolled skillfully to this side or that out",0.119,0.078,0.997,0.831,0.540,0.194
"of Hook's reach, lest he should claw them mechanically in passing.",0.366,0.384,0.480,0.898,0.446,0.185
Hook trod the deck in thought.,0.732,0.498,0.433,0.370,0.879,0.252
O man unfathomable.,0.678,0.258,0.625,0.217,0.006,0.541
It was his hour of triumph.,0.805,0.568,0.948,0.297,0.909,0.057
"Peter had been removed for ever from his path, and all the other boys were in the brig, about to walk the plank.",0.885,0.776,0.590,0.060,0.926,0.385
"It was his grimmest deed since the days when he had brought Barbecue to heel; and knowing as we do how vain a tabernacle is man, could we be surprised had he now paced the deck unsteadily, bellied out by the winds of his success?",0.386,0.974,0.583,0.962,0.555,0.287
"But there was no elation in his gait, which kept pace with the action of his sombre mind.",0.441,0.384,0.950,0.273,0.958,0.088
Hook was profoundly dejected.,0.118,0.055,0.833,0.851,0.941,0.255
He was often thus when communing with himself on board ship in the quietude of the night.,0.133,0.234,0.311,0.941,0.722,0.117
It was because he was so terribly alone.,0.251,0.091,0.932,0.352,0.983,0.008
This inscrutable man never felt more alone than when surrounded by his dogs.,0.296,0.890,0.306,0.445,0.511,0.074
They were socially inferior to him.,0.012,0.278,0.516,0.119,0.952,0.056
Hook was not his true name.,0.577,0.241,0.862,0.232,0.893,0.045
"To reveal who he really was would even at this date set the country in a blaze; but as those who read between the lines must already have guessed, he had been at a famous public school; and its traditions still clung to him like garments, with which indeed they are largely concerned.",0.796,0.539,0.741,0.713,0.975,0.041
"Thus it was offensive to him even now to board a ship in the same dress in which he grappled her, and he still adhered in his walk to the school's distinguished slouch.",0.408,0.414,0.295,0.939,0.886,0.349
But above all he retained the passion for good form.,0.830,0.763,0.679,0.365,0.546,0.226
"However much he may have degenerated, he still knew that this is all that really matters.",0.295,0.581,0.043,0.902,0.130,0.950
"From far within him he heard a creaking as of rusty portals, and through them came a stern tap-tap-tap, like hammering in the night when one cannot sleep.",0.729,0.675,0.186,0.980,0.910,0.486
Have you been good form to-day? was their eternal question.,0.658,0.679,0.885,0.071,0.951,0.342
"Fame, fame, that glittering bauble, it is mine, he cried.",0.830,0.802,0.190,0.982,0.593,0.670
Is it quite good form to be distinguished at anything?,0.358,0.891,0.226,0.734,0.995,0.008
the tap-tap from his school replied.,0.908,0.829,0.007,0.778,0.500,0.491
"I am the only man whom Barbecue feared, he urged, and Flint feared Barbecue.",0.932,0.906,0.563,0.316,0.498,0.288
"Barbecue, Flint what house? came the cutting retort.",0.650,0.938,0.558,0.400,0.501,0.139
"Most disquieting reflection of all, was it not bad form to think about good form?",0.139,0.450,0.972,0.079,0.756,0.409
His vitals were tortured by this problem.,0.227,0.409,0.842,0.588,0.970,0.083
"It was a claw within him sharper than the iron one; and as it tore him, the perspiration dripped down his tallow countenance and streaked his doublet.",0.311,0.192,0.969,0.954,0.817,0.339
"Ofttimes he drew his sleeve across his face, but there was no damming that trickle.",0.284,0.054,0.958,0.559,0.872,0.110
"Ah, envy not Hook.",0.925,0.874,0.202,0.161,0.369,0.282
There came to him a presentiment of his early dissolution.,0.217,0.846,0.305,0.429,0.221,0.235
It was as if Peter's terrible oath had boarded the ship.,0.890,0.483,0.006,0.918,0.696,0.150
"Hook felt a gloomy desire to make his dying speech, lest presently there should be no time for it.",0.355,0.882,0.565,0.736,0.320,0.172
"Better for Hook, he cried, if he had had less ambition!",0.750,0.086,0.427,0.042,0.192,0.260
It was in his darkest hours only that he referred to himself in the third person.,0.178,0.734,0.886,0.261,0.728,0.339
No little children to love me!,0.108,0.229,0.336,0.312,0.030,0.441
"Strange that he should think of this, which had never troubled him before; perhaps the sewing machine brought it to his mind.",0.524,0.402,0.785,0.494,0.583,0.363
"For long he muttered to himself, staring at Smee, who was hemming placidly, under the conviction that all children feared him.",0.543,0.273,0.971,0.448,0.991,0.013
There was not a child on board the brig that night who did not already love him.,0.037,0.436,0.716,0.533,0.940,0.508
"He had said horrid things to them and hit them with the palm of his hand, because he could not hit with his fist, but they had only clung to him the more.",0.245,0.676,0.738,0.150,0.211,0.522
Michael had tried on his spectacles.,0.552,0.549,0.085,0.594,0.189,0.545
To tell poor Smee that they thought him lovable!,0.357,0.160,0.926,0.130,0.833,0.151
"Hook itched to do it, but it seemed too brutal.",0.694,0.268,0.682,0.713,0.595,0.066
"Instead, he revolved this mystery in his mind: why do they find Smee lovable?",0.488,0.922,0.714,0.792,0.834,0.048
He pursued the problem like the sleuth-hound that he was.,0.600,0.190,0.910,0.749,0.983,0.063
"If Smee was lovable, what was it that made him so?",0.249,0.506,0.932,0.089,0.982,0.184
A terrible answer suddenly presented itself Good form?,0.708,0.704,0.353,0.944,0.093,0.223
"Had the bo'sun good form without knowing it, which is the best form of all?",0.779,0.937,0.225,0.897,0.409,0.779
He remembered that you have to prove you don't know you have it before you are eligible for Pop.,0.302,0.327,0.159,0.501,0.348,0.172
With a cry of rage he raised his iron hand over Smee's head; but he did not tear.,0.141,0.279,0.914,0.382,0.738,0.363
What arrested him was this reflection:,0.669,0.049,0.972,0.180,0.989,0.111
"To claw a man because he is good form, what would that be?",0.625,0.623,0.358,0.933,0.591,0.495
"The unhappy Hook was as impotent as he was damp, and he fell forward like a cut flower.",0.027,0.686,0.912,0.812,0.928,0.296
"His dogs thinking him out of the way for a time, discipline instantly relaxed; and they broke into a bacchanalian dance, which brought him to his feet at once, all traces of human weakness gone, as if a bucket of water had passed over him.",0.110,0.861,0.775,0.871,0.987,0.100
"Quiet, you scugs, he cried, or I'll cast anchor in you; and at once the din was hushed.",0.537,0.019,0.557,0.144,0.991,0.009
"Are all the children chained, so that they cannot fly away?",0.523,0.680,0.383,0.736,0.836,0.089
Then hoist them up.,0.661,0.356,0.124,0.113,0.259,0.225
"The wretched prisoners were dragged from the hold, all except Wendy, and ranged in line in front of him.",0.084,0.736,0.283,0.169,0.906,0.340
For a time he seemed unconscious of their presence.,0.724,0.881,0.944,0.374,0.088,0.120
"He lolled at his ease, humming, not unmelodiously, snatches of a rude song, and fingering a pack of cards.",0.846,0.136,0.759,0.666,0.960,0.026
Ever and anon the light from his cigar gave a touch of colour to his face.,0.931,0.832,0.268,0.539,0.158,0.377
"Now then, bullies, he said briskly, six of you walk the plank to-night, but I have room for two cabin boys.",0.690,0.734,0.917,0.004,0.738,0.175
Which of you is it to be?,0.432,0.578,0.037,0.914,0.570,0.403
"Don't irritate him unnecessarily, had been Wendy's instructions in the hold; so Tootles stepped forward politely.",0.307,0.494,0.689,0.362,0.535,0.549
"Tootles hated the idea of signing under such a man, but an instinct told him that it would be prudent to lay the responsibility on an absent person; and though a somewhat silly boy, he knew that mothers alone are always willing to be the buffer.",0.310,0.784,0.461,0.891,0.802,0.074
"All children know this about mothers, and despise them for it, but make constant use of it.",0.061,0.631,0.638,0.723,0.326,0.303
"So Tootles explained prudently, You see, sir, I don't think my mother would like me to be a pirate.",0.471,0.780,0.815,0.578,0.740,0.217
"Would your mother like you to be a pirate, Slightly?",0.153,0.729,0.497,0.400,0.909,0.205
"He winked at Slightly, who said mournfully, I don't think so, as if he wished things had been otherwise.",0.547,0.444,0.754,0.410,0.970,0.054
"Would your mother like you to be a pirate, Twin?",0.161,0.527,0.345,0.358,0.847,0.109
"I don't think so, said the first twin, as clever as the others.",0.490,0.473,0.622,0.571,0.018,0.450
"Stow this gab, roared Hook, and the spokesmen were dragged back.",0.184,0.280,0.377,0.646,0.914,0.202
"You, boy, he said, addressing John, you look as if you had a little pluck in you.",0.294,0.687,0.744,0.662,0.212,0.469
"Didst never want to be a pirate, my hearty?",0.580,0.303,0.031,0.161,0.107,0.471
Now John had sometimes experienced this hankering at maths.,0.371,0.799,0.584,0.568,0.995,0.007
; and he was struck by Hook's picking him out.,0.171,0.012,0.922,0.423,0.859,0.458
"I once thought of calling myself Red-handed Jack, he said diffidently.",0.576,0.474,0.034,0.199,0.132,0.059
And a good name too.,0.344,0.194,0.149,0.429,0.439,0.162
"We'll call you that here, bully, if you join.",0.262,0.431,0.354,0.786,0.394,0.073
"What do you think, Michael? asked John.",0.426,0.376,0.354,0.216,0.556,0.030
What would you call me if I join?,0.262,0.540,0.570,0.595,0.839,0.047
Michael was naturally impressed.,0.205,0.023,0.634,0.034,0.887,0.375
"What do you think, John?",0.438,0.230,0.526,0.245,0.852,0.020
"He wanted John to decide, and John wanted him to decide.",0.315,0.176,0.385,0.137,0.025,0.241
Shall we still be respectful subjects of the King?,0.372,0.921,0.274,0.876,0.632,0.333
"Through Hook's teeth came the answer: You would have to swear, â€˜Down with the King.'",0.125,0.735,0.076,0.741,0.763,0.628
"Perhaps John had not behaved very well so far, but he shone out now.",0.464,0.708,0.440,0.379,0.693,0.494
"Then I refuse, he cried, banging the barrel in front of Hook.",0.611,0.922,0.182,0.066,0.182,0.365
"And I refuse, cried Michael.",0.127,0.445,0.009,0.168,0.041,0.388
Rule Britannia! squeaked Curly.,0.302,0.114,0.046,0.654,0.461,0.516
"The infuriated pirates buffeted them in the mouth; and Hook roared out, That seals your doom.",0.932,0.755,0.287,0.603,0.729,0.318
Bring up their mother.,0.390,0.821,0.357,0.618,0.073,0.189
Get the plank ready.,0.677,0.239,0.723,0.670,0.682,0.081
"They were only boys, and they went white as they saw Jukes and Cecco preparing the fatal plank.",0.206,0.482,0.449,0.261,0.966,0.073
But they tried to look brave when Wendy was brought up.,0.233,0.268,0.892,0.431,0.962,0.050
No words of mine can tell you how Wendy despised those pirates.,0.930,0.945,0.016,0.884,0.276,0.181
To the boys there was at least some glamour in the pirate calling; but all that she saw was that the ship had not been tidied for years.,0.825,0.862,0.612,0.286,0.994,0.024
There was not a porthole on the grimy glass of which you might not have written with your finger Dirty pig; and she had already written it on several.,0.040,0.333,0.350,0.941,0.783,0.109
"But as the boys gathered round her she had no thought, of course, save for them.",0.275,0.788,0.843,0.488,0.324,0.176
"So, my beauty, said Hook, as if he spoke in syrup, you are to see your children walk the plank.",0.968,0.580,0.213,0.317,0.776,0.314
"Fine gentlemen though he was, the intensity of his communings had soiled his ruff, and suddenly he knew that she was gazing at it.",0.258,0.632,0.894,0.444,0.995,0.022
"With a hasty gesture he tried to hide it, but he was too late.",0.314,0.043,0.137,0.679,0.918,0.152
"Are they to die? asked Wendy, with a look of such frightful contempt that he nearly fainted.",0.312,0.729,0.644,0.643,0.486,0.032
"They are, he snarled.",0.183,0.227,0.106,0.566,0.887,0.032
"Silence all, he called gloatingly, for a mother's last words to her children.",0.798,0.136,0.399,0.611,0.284,0.169
At this moment Wendy was grand.,0.095,0.539,0.535,0.280,0.994,0.028
"These are my last words, dear boys, she said firmly.",0.646,0.741,0.596,0.521,0.364,0.107
"I feel that I have a message to you from your real mothers, and it is this: â€˜We hope our sons will die like English gentlemen.'",0.679,0.914,0.124,0.838,0.809,0.837
"Even the pirates were awed, and Tootles cried out hysterically, I am going to do what my mother hopes.",0.750,0.902,0.877,0.266,0.896,0.062
"What are you to do, Nibs?",0.061,0.609,0.748,0.337,0.792,0.013
What my mother hopes.,0.481,0.420,0.809,0.401,0.604,0.146
"What are you to do, Twin?",0.782,0.487,0.649,0.384,0.776,0.012
What my mother hopes.,0.481,0.420,0.809,0.401,0.604,0.146
"John, what are",0.682,0.785,0.441,0.222,0.962,0.166
But Hook had found his voice again.,0.761,0.086,0.062,0.621,0.447,0.635
Tie her up!,0.253,0.397,0.380,0.349,0.078,0.292
It was Smee who tied her to the mast.,0.670,0.056,0.581,0.405,0.911,0.545
"See here, honey, he whispered, I'll save you if you promise to be my mother.",0.554,0.530,0.916,0.659,0.075,0.231
But not even for Smee would she make such a promise.,0.159,0.181,0.908,0.501,0.084,0.156
"I would almost rather have no children at all, she said disdainfully.",0.052,0.086,0.205,0.772,0.996,0.007
It is sad to know that not a boy was looking at her as Smee tied her to the mast; the eyes of all were on the plank: that last little walk they were about to take.,0.112,0.214,0.969,0.930,0.990,0.058
"They were no longer able to hope that they would walk it manfully, for the capacity to think had gone from them; they could stare and shiver only.",0.104,0.203,0.527,0.150,0.927,0.054
"Hook smiled on them with his teeth closed, and took a step toward Wendy.",0.943,0.870,0.918,0.544,0.624,0.426
His intention was to turn her face so that she should see the boys walking the plank one by one.,0.452,0.749,0.983,0.670,0.903,0.129
"But he never reached her, he never heard the cry of anguish he hoped to wring from her.",0.817,0.150,0.145,0.476,0.819,0.247
He heard something else instead.,0.005,0.245,0.556,0.258,0.029,0.342
It was the terrible tick-tick of the crocodile.,0.282,0.267,0.992,0.703,0.750,0.133
"They all heard it pirates, boys, Wendy; and immediately every head was blown in one direction; not to the water whence the sound proceeded, but toward Hook.",0.934,0.887,0.352,0.316,0.952,0.257
"All knew that what was about to happen concerned him alone, and that from being actors they were suddenly become spectators.",0.338,0.306,0.983,0.650,0.982,0.090
Very frightful was it to see the change that came over him.,0.050,0.479,0.832,0.246,0.782,0.457
It was as if he had been clipped at every joint.,0.880,0.393,0.441,0.560,0.992,0.028
He fell in a little heap.,0.197,0.241,0.170,0.432,0.086,0.316
"The sound came steadily nearer; and in advance of it came this ghastly thought, The crocodile is about to board the ship!",0.840,0.860,0.013,0.928,0.320,0.205
Even the iron claw hung inactive; as if knowing that it was no intrinsic part of what the attacking force wanted.,0.666,0.110,0.990,0.787,0.907,0.239
"Left so fearfully alone, any other man would have lain with his eyes shut where he fell: but the gigantic brain of Hook was still working, and under its guidance he crawled on the knees along the deck as far from the sound as he could go.",0.398,0.243,0.260,0.773,0.818,0.411
"The pirates respectfully cleared a passage for him, and it was only when he brought up against the bulwarks that he spoke.",0.854,0.784,0.851,0.761,0.869,0.069
he cried hoarsely.,0.344,0.217,0.032,0.449,0.012,0.138
"They gathered round him, all eyes averted from the thing that was coming aboard.",0.484,0.131,0.071,0.643,0.962,0.276
They had no thought of fighting it.,0.152,0.116,0.142,0.558,0.793,0.095
It was Fate.,0.934,0.010,0.484,0.681,0.968,0.099
Only when Hook was hidden from them did curiosity loosen the limbs of the boys so that they could rush to the ship's side to see the crocodile climbing it.,0.077,0.059,0.980,0.157,0.814,0.258
Then they got the strangest surprise of the Night of Nights; for it was no crocodile that was coming to their aid.,0.388,0.061,0.987,0.322,0.944,0.036
It was Peter.,0.496,0.032,0.840,0.015,0.963,0.268
He signed to them not to give vent to any cry of admiration that might rouse suspicion.,0.789,0.348,0.485,0.285,0.804,0.064
Then he went on ticking.,0.527,0.642,0.220,0.181,0.462,0.116
Odd things happen to all of us on our way through life without our noticing for a time that they have happened.,0.381,0.682,0.782,0.507,0.762,0.045
"Thus, to take an instance, we suddenly discover that we have been deaf in one ear for we don't know how long, but, say, half an hour.",0.749,0.884,0.149,0.883,0.292,0.223
Now such an experience had come that night to Peter.,0.515,0.344,0.503,0.023,0.207,0.255
When last we saw him he was stealing across the island with one finger to his lips and his dagger at the ready.,0.353,0.793,0.920,0.403,0.991,0.015
"He had seen the crocodile pass by without noticing anything peculiar about it, but by and by he remembered that it had not been ticking.",0.719,0.576,0.864,0.914,0.380,0.100
"At first he thought this eerie, but soon concluded rightly that the clock had run down.",0.647,0.794,0.803,0.749,0.989,0.033
"Without giving a thought to what might be the feelings of a fellow-creature thus abruptly deprived of its closest companion, Peter began to consider how he could turn the catastrophe to his own use; and he decided to tick, so that wild beasts should believe he was the crocodile and let him pass unmolested.",0.252,0.290,0.840,0.343,0.566,0.352
"He ticked superbly, but with one unforeseen result.",0.350,0.930,0.833,0.489,0.012,0.123
"The crocodile was among those who heard the sound, and it followed him, though whether with the purpose of regaining what it had lost, or merely as a friend under the belief that it was again ticking itself, will never be certainly known, for, like slaves to a fixed idea, it was a stupid beast.",0.743,0.791,0.936,0.497,0.972,0.075
"Peter reached the shore without mishap, and went straight on, his legs encountering the water as if quite unaware that they had entered a new element.",0.913,0.849,0.765,0.192,0.285,0.090
"Thus many animals pass from land to water, but no other human of whom I know.",0.287,0.866,0.177,0.805,0.074,0.294
As he swam he had but one thought: Hook or me this time.,0.800,0.504,0.578,0.647,0.284,0.230
He had ticked so long that he now went on ticking without knowing that he was doing it.,0.089,0.565,0.781,0.421,0.791,0.076
"Had he known he would have stopped, for to board the brig by help of the tick, though an ingenious idea, had not occurred to him.",0.035,0.870,0.465,0.779,0.186,0.209
"On the contrary, he thought he had scaled her side as noiseless as a mouse; and he was amazed to see the pirates cowering from him, with Hook in their midst as abject as if he had heard the crocodile.",0.883,0.654,0.932,0.877,0.670,0.408
No sooner did Peter remember it than he heard the ticking.,0.127,0.180,0.402,0.448,0.744,0.750
"At first he thought the sound did come from the crocodile, and he looked behind him swiftly.",0.073,0.254,0.875,0.479,0.939,0.020
"Then he realised that he was doing it himself, and in a flash he understood the situation.",0.164,0.580,0.874,0.455,0.668,0.328
How clever of me!,0.891,0.307,0.431,0.253,0.047,0.208
"he thought at once, and signed to the boys not to burst into applause.",0.260,0.927,0.034,0.196,0.983,0.024
It was at this moment that Ed Teynte the quartermaster emerged from the forecastle and came along the deck.,0.873,0.578,0.920,0.534,0.996,0.032
"Now, reader, time what happened by your watch.",0.546,0.771,0.911,0.507,0.957,0.008
Peter struck true and deep.,0.041,0.287,0.527,0.659,0.349,0.235
John clapped his hands on the ill-fated pirate's mouth to stifle the dying groan.,0.850,0.659,0.593,0.364,0.442,0.419
He fell forward.,0.480,0.311,0.541,0.298,0.052,0.162
Four boys caught him to prevent the thud.,0.316,0.294,0.655,0.060,0.053,0.739
"Peter gave the signal, and the carrion was cast overboard.",0.768,0.276,0.932,0.169,0.931,0.401
"There was a splash, and then silence.",0.156,0.216,0.843,0.681,0.944,0.174
How long has it taken?,0.835,0.239,0.227,0.271,0.386,0.239
(Slightly had begun to count.),0.711,0.648,0.158,0.403,0.204,0.751
"None too soon, Peter, every inch of him on tiptoe, vanished into the cabin; for more than one pirate was screwing up his courage to look round.",0.639,0.313,0.725,0.255,0.763,0.134
"They could hear each other's distressed breathing now, which showed them that the more terrible sound had passed.",0.365,0.221,0.789,0.819,0.617,0.074
"It's gone, captain, Smee said, wiping off his spectacles.",0.762,0.240,0.086,0.676,0.641,0.351
All's still again.,0.898,0.444,0.047,0.387,0.636,0.182
"Slowly Hook let his head emerge from his ruff, and listened so intently that he could have caught the echo of the tick.",0.133,0.611,0.810,0.210,0.790,0.492
"There was not a sound, and he drew himself up firmly to his full height.",0.028,0.354,0.947,0.776,0.869,0.109
Then here's to Johnny Plank!,0.947,0.564,0.154,0.535,0.534,0.425
"he cried brazenly, hating the boys more than ever because they had seen him unbend.",0.150,0.064,0.290,0.090,0.081,0.270
He broke into the villainous ditty:,0.735,0.255,0.345,0.632,0.033,0.764
"Yo ho, yo ho, the frisky plank,",0.945,0.680,0.420,0.888,0.932,0.527
Ã‚Â Ã‚Â Ã‚Â Ã‚,0.019,0.033,0.000,0.003,0.001,0.280
"You walks along it so, Till it goes down and you goes down",0.553,0.386,0.614,0.809,0.113,0.067
Ã‚Â Ã‚Â Ã‚Â Ã‚,0.019,0.033,0.000,0.003,0.001,0.280
To Davy Jones below!,0.829,0.398,0.013,0.950,0.057,0.476
"To terrorise the prisoners the more, though with a certain loss of dignity, he danced along an imaginary plank, grimacing at them as he sang; and when he finished he cried, Do you want a touch of the cat before you walk the plank?",0.885,0.164,0.929,0.711,0.897,0.043
At that they fell on their knees.,0.807,0.537,0.049,0.553,0.995,0.020
they cried so piteously that every pirate smiled.,0.052,0.868,0.437,0.391,0.194,0.099
"Fetch the cat, Jukes, said Hook; it's in the cabin.",0.875,0.340,0.867,0.103,0.850,0.317
Peter was in the cabin!,0.261,0.161,0.989,0.036,0.974,0.412
The children gazed at each other.,0.309,0.377,0.167,0.449,0.994,0.010
"Ay, ay, said Jukes blithely, and he strode into the cabin.",0.676,0.357,0.905,0.064,0.190,0.656
"They followed him with their eyes; they scarce knew that Hook had resumed his song, his dogs joining in with him:",0.078,0.587,0.201,0.393,0.606,0.160
"Yo ho, yo ho, the scratching cat,",0.956,0.483,0.272,0.872,0.886,0.512
Ã‚Â Ã‚Â Ã‚Â Ã‚,0.019,0.033,0.000,0.003,0.001,0.280
"Its tails are nine, you know,",0.718,0.819,0.043,0.177,0.405,0.347
when they're writ upon your back,0.584,0.394,0.776,0.226,0.114,0.141
"What was the last line will never be known, for of a sudden the song was stayed by a dreadful screech from the cabin.",0.802,0.064,0.913,0.248,0.961,0.192
"It wailed through the ship, and died away.",0.683,0.310,0.016,0.421,0.170,0.211
"Then was heard a crowing sound which was well understood by the boys, but to the pirates was almost more eerie than the screech.",0.686,0.459,0.971,0.439,0.976,0.332
What was that? cried Hook.,0.549,0.085,0.670,0.156,0.986,0.134
"Two, said Slightly solemnly.",0.820,0.488,0.528,0.578,0.441,0.321
The Italian Cecco hesitated for a moment and then swung into the cabin.,0.324,0.537,0.923,0.409,0.575,0.163
"He tottered out, haggard.",0.827,0.395,0.267,0.599,0.024,0.319
"What's the matter with Bill Jukes, you dog? hissed Hook, towering over him.",0.285,0.759,0.298,0.417,0.900,0.046
"The matter wi' him is he's dead, stabbed, replied Cecco in a hollow voice.",0.007,0.774,0.004,0.788,0.673,0.745
Bill Jukes dead!,0.003,0.100,0.641,0.188,0.004,0.521
cried the startled pirates.,0.953,0.735,0.041,0.614,0.412,0.513
"The cabin's as black as a pit, Cecco said, almost gibbering, but there is something terrible in there: the thing you heard crowing.",0.102,0.892,0.685,0.973,0.093,0.124
"The exultation of the boys, the lowering looks of the pirates, both were seen by Hook.",0.892,0.621,0.161,0.161,0.811,0.224
"Cecco, he said in his most steely voice, go back and fetch me out that doodle-doo.",0.349,0.713,0.157,0.141,0.061,0.498
"Cecco, bravest of the brave, cowered before his captain, crying No, no; but Hook was purring to his claw.",0.495,0.669,0.672,0.947,0.606,0.139
"Did you say you would go, Cecco?",0.261,0.493,0.416,0.748,0.876,0.716
he said musingly.,0.840,0.143,0.210,0.551,0.006,0.251
"Cecco went, first flinging his arms despairingly.",0.614,0.943,0.788,0.233,0.131,0.303
"There was no more singing, all listened now; and again came a death-screech and again a crow.",0.205,0.431,0.962,0.567,0.954,0.162
No one spoke except Slightly.,0.869,0.601,0.848,0.790,0.228,0.292
"Three, he said.",0.681,0.222,0.364,0.655,0.009,0.195
Hook rallied his dogs with a gesture. ',0.602,0.878,0.274,0.406,0.144,0.411
S'death and odds fish,0.731,0.667,0.187,0.603,0.159,0.339
", he thundered, who is to bring me that doodle-doo?",0.195,0.394,0.611,0.521,0.005,0.323
Wait till Cecco comes out,0.983,0.284,0.560,0.573,0.440,0.287
", growled Starkey, and the others took up the cry.",0.605,0.484,0.953,0.872,0.952,0.395
"I think I heard you volunteer, Starkey, said Hook, purring again.",0.793,0.895,0.380,0.165,0.568,0.453
"No, by thunder!",0.055,0.217,0.622,0.597,0.122,0.114
"My hook thinks you did, said Hook, crossing to him.",0.109,0.547,0.442,0.177,0.752,0.243
"I wonder if it would not be advisable, Starkey, to humour the hook?",0.779,0.390,0.435,0.284,0.496,0.352
"I'll swing before I go in there, replied Starkey doggedly, and again he had the support of the crew.",0.795,0.239,0.370,0.923,0.395,0.511
Is this mutiny?,0.251,0.687,0.181,0.794,0.232,0.285
asked Hook more pleasantly than ever.,0.705,0.395,0.002,0.284,0.056,0.265
"Starkey whimpered, all of a tremble now.",0.578,0.631,0.973,0.555,0.751,0.409
"Shake hands, Starkey, said Hook, proffering his claw.",0.929,0.320,0.366,0.789,0.257,0.452
"Starkey looked round for help, but all deserted him.",0.065,0.651,0.712,0.671,0.245,0.141
"As he backed up Hook advanced, and now the red spark was in his eye.",0.598,0.487,0.900,0.465,0.910,0.172
With a despairing scream the pirate leapt upon Long Tom and precipitated himself into the sea.,0.285,0.544,0.953,0.314,0.067,0.167
"Four, said Slightly.",0.946,0.209,0.574,0.369,0.088,0.517
"And now, Hook said courteously, did any other gentlemen say mutiny?",0.836,0.782,0.222,0.733,0.732,0.436
"Seizing a lantern and raising his claw with a menacing gesture, I'll bring out that doodle-doo myself, he said, and sped into the cabin.",0.842,0.408,0.757,0.236,0.472,0.316
How Slightly longed to say it.,0.661,0.325,0.412,0.719,0.127,0.518
"He wetted his lips to be ready, but Hook came staggering out, without his lantern.",0.457,0.930,0.546,0.357,0.032,0.357
"Something blew out the light, he said a little unsteadily.",0.573,0.310,0.398,0.550,0.020,0.219
Something! echoed Mullins.,0.018,0.429,0.736,0.925,0.035,0.254
What of Cecco? demanded Noodler.,0.446,0.206,0.320,0.685,0.849,0.138
"He's as dead as Jukes, said Hook shortly.",0.107,0.003,0.511,0.253,0.046,0.435
"His reluctance to return to the cabin impressed them all unfavourably, and the mutinous sounds again broke forth.",0.482,0.642,0.801,0.419,0.170,0.309
"All pirates are superstitious, and Cookson cried, They do say the surest sign a ship's accurst is when there's one on board more than can be accounted for.",0.860,0.613,0.889,0.971,0.885,0.181
"I've heard, muttered Mullins, he always boards the pirate craft last.",0.944,0.740,0.700,0.319,0.107,0.599
"Had he a tail, captain?",0.580,0.161,0.021,0.739,0.025,0.130
